epoch,epoch_time_sec,lr,lr/pg1,lr/pg2,step,train_detach_between_steps,train_loss,train_loss_log10_mae,train_loss_z_mse,train_rollout_steps,train_skip_steps,val_loss,val_loss_log10_mae,val_loss_z_mse
17,230.5282745361328,0.00017499979003332555,,,335681,1.0,0.0009818548569455743,0.000980034819804132,1.823360798880458e-05,1.0,0.0,,,
,,,0.00017999999999999998,0.00017999999999999998,335682,,,,,,,,,
18,,,,,354330,,,,,,,0.0009608663385733962,0.0009590855333954096,1.779899321263656e-05
18,230.16726684570312,0.0001850002445280552,,,354330,1.0,0.0009811654454097152,0.0009793981444090605,1.7674907212494873e-05,1.0,0.0,,,
,,,0.00018999999999999998,0.00018999999999999998,354331,,,,,,,,,
19,,,,,372979,,,,,,,0.0010693582007661462,0.0010675135999917984,1.844844337028917e-05
19,230.0330810546875,0.00019499975314829499,,,372979,1.0,0.0009732472244650126,0.0009715271298773587,1.7181420844281092e-05,1.0,0.0,,,
,,,0.00019999999999999998,0.00019999999999999998,372980,,,,,,,,,
20,,,,,391628,,,,,,,0.0009668390266597271,0.0009652588632889092,1.5800707842572592e-05
20,230.42263793945312,0.00020499964011833072,,,391628,1.0,0.0009574588621035218,0.0009557901066727936,1.6765747204772197e-05,1.0,0.0,,,
,,,0.00020999999999999998,0.00020999999999999998,391629,,,,,,,,,
21,,,,,410277,,,,,,,0.0009663089876994491,0.0009647261467762291,1.5830068150535226e-05
21,229.65428161621094,0.00021499901777133346,,,410277,1.0,0.0009578002500347793,0.0009561621700413525,1.6410076568718068e-05,1.0,0.0,,,
,,,0.00021999999999999995,0.00021999999999999995,410278,,,,,,,,,
22,,,,,428926,,,,,,,0.000963438069447875,0.0009619158809073269,1.5219762644846924e-05
22,230.6666259765625,0.0002249999379273504,,,428926,1.0,0.0009464381728321314,0.0009448715136386454,1.5690327927586623e-05,1.0,0.0,,,
,,,0.00023,0.00023,428927,,,,,,,,,
23,,,,,447575,,,,,,,0.0010970094008371234,0.0010953411692753434,1.667574906605296e-05
23,230.10614013671875,0.00023500122188124806,,,447575,1.0,0.0009554315474815667,0.0009538389858789742,1.5946070561767556e-05,1.0,0.0,,,
,,,0.00023999999999999998,0.00023999999999999998,447576,,,,,,,,,
24,,,,,466224,,,,,,,0.000988389947451651,0.0009869474451988935,1.4433631804422475e-05
24,230.4855499267578,0.0002449991006869823,,,466224,1.0,0.0009363464778289199,0.000934868585318327,1.4813516827416606e-05,1.0,0.0,,,
,,,0.00025,0.00025,466225,,,,,,,,,
25,,,,,484873,,,,,,,0.0009655501344241202,0.0009643831290304661,1.1654495210677851e-05
25,230.30630493164062,0.00025499940966255963,,,484873,1.0,0.0009396704845130444,0.0009381669224239886,1.5072386304382235e-05,1.0,0.0,,,
,,,0.00026,0.00026,484874,,,,,,,,,
26,,,,,503522,,,,,,,0.0009134853025898337,0.0009121818002313375,1.3058767763141077e-05
26,230.4651641845703,0.0002649998932611197,,,503522,1.0,0.0009385468438267708,0.0009370731422677636,1.4725452274433337e-05,1.0,0.0,,,
,,,0.00027,0.00027,503523,,,,,,,,,
27,,,,,522171,,,,,,,0.0008965662564150989,0.0008952718344517052,1.2946466995344963e-05
27,229.16949462890625,0.000275000580586493,,,522171,1.0,0.0009396673995070159,0.0009382139542140067,1.4534043657477014e-05,1.0,0.0,,,
,,,0.00028,0.00028,522172,,,,,,,,,
28,,,,,540820,,,,,,,0.0008683993364684284,0.0008671162067912519,1.2833919754484668e-05
28,229.83729553222656,0.00028499969630502164,,,540820,1.0,0.000934721203520894,0.0009333250345662236,1.3938702068116982e-05,1.0,0.0,,,
,,,0.00029,0.00029,540821,,,,,,,,,
29,,,,,559469,,,,,,,0.0009049414657056332,0.0009037263225764036,1.2154200703662354e-05
29,230.40469360351562,0.00029500224627554417,,,559469,1.0,0.0009303984115831554,0.0009290361776947975,1.360736587230349e-05,1.0,0.0,,,
,,,0.0003,0.0003,559470,,,,,,,,,
30,,,,,578118,,,,,,,0.0008084034780040383,0.0008073995122686028,1.0033968464995269e-05
30,230.0902099609375,0.0002999630814883858,,,578118,1.0,0.0009237217018380761,0.0009224308887496591,1.2910013538203202e-05,1.0,0.0,,,
,,,0.00029998994773855866,0.00029998994773855866,578119,,,,,,,,,
31,,,,,596767,,,,,,,0.0008562096045352519,0.0008549071499146521,1.3023530300415587e-05
31,230.06072998046875,0.0002999412245117128,,,596767,1.0,0.0009000307763926685,0.000898800150025636,1.2272978892724495e-05,1.0,0.0,,,
,,,0.00029995979231515005,0.00029995979231515005,596768,,,,,,,,,
32,,,,,615416,,,,,,,0.0010307972552254796,0.0010292123770341277,1.5849003830226138e-05
32,230.45748901367188,0.0002999332209583372,,,615416,1.0,0.0008862679824233055,0.0008850277517922223,1.239432913280325e-05,1.0,0.0,,,
,,,0.0002999095378123357,0.0002999095378123357,615417,,,,,,,,,
33,,,,,634065,,,,,,,0.0007802467443980277,0.0007792027317918837,1.044652617565589e-05
33,230.40443420410156,0.0002999258867930621,,,634065,1.0,0.0008640789310447872,0.0008629547082819045,1.1221182830922771e-05,1.0,0.0,,,
,,,0.0002998391910337709,0.0002998391910337709,634066,,,,,,,,,
34,,,,,652714,,,,,,,0.0008640541927888989,0.000863057968672365,9.973377018468454e-06
34,229.77745056152344,0.0002998052223119885,,,652714,1.0,0.0008540005073882639,0.0008528666803613305,1.1289685971860308e-05,1.0,0.0,,,
,,,0.0002997487615032833,0.0002997487615032833,652715,,,,,,,,,
35,,,,,671363,,,,,,,0.0008787204860709608,0.0008773892768658698,1.3303002560860477e-05
35,230.26222229003906,0.0002996348775923252,,,671363,1.0,0.0008396647754125297,0.0008385940454900265,1.0673762517399155e-05,1.0,0.0,,,
,,,0.0002996382614635839,0.0002996382614635839,671364,,,,,,,,,
36,,,,,690012,,,,,,,0.0008412202005274594,0.0008402004023082554,1.0206663318967912e-05
36,230.4373321533203,0.00029954564524814487,,,690012,1.0,0.0008248657686635852,0.0008238079026341438,1.0543970347498544e-05,1.0,0.0,,,
,,,0.00029950770587460916,0.00029950770587460916,690013,,,,,,,,,
37,,,,,708661,,,,,,,0.001013188622891903,0.0010121817467734218,1.0051788194687106e-05
37,230.01913452148438,0.0002994626702275127,,,708661,1.0,0.0008092030766420066,0.0008082124404609203,9.893689821183216e-06,1.0,0.0,,,
,,,0.00029935711241149595,0.00029935711241149595,708662,,,,,,,,,
38,,,,,727310,,,,,,,0.000846938113681972,0.0008458824013359845,1.0556170309428126e-05
38,230.49215698242188,0.00029924980481155217,,,727310,1.0,0.0007993208710104227,0.0007983514806255698,9.67588675848674e-06,1.0,0.0,,,
,,,0.00029918650146218856,0.00029918650146218856,727311,,,,,,,,,
39,,,,,745959,,,,,,,0.0007465920643880963,0.0007456885650753975,9.031876288645435e-06
39,230.36061096191406,0.0002990636567119509,,,745959,1.0,0.0007868316024541855,0.0007858933531679213,9.351026164949872e-06,1.0,0.0,,,
,,,0.0002989958961246785,0.0002989958961246785,745960,,,,,,,,,
40,,,,,764608,,,,,,,0.0007823376217857003,0.0007812937255948782,1.0433466741233133e-05
40,229.78883361816406,0.00029896554769948125,,,764608,1.0,0.0007758723222650588,0.0007749675423838198,9.015443538373802e-06,1.0,0.0,,,
,,,0.00029878532220387733,0.00029878532220387733,764609,,,,,,,,,
41,,,,,783257,,,,,,,0.0007143591064959764,0.0007135141058824956,8.455424904241227e-06
41,229.87237548828125,0.0002986745676025748,,,783257,1.0,0.0007670247578062117,0.0007661415147595108,8.804314347798936e-06,1.0,0.0,,,
,,,0.0002985548082081232,0.0002985548082081232,783258,,,,,,,,,
42,,,,,801906,,,,,,,0.0008828899590298533,0.0008818026399239898,1.087135842681164e-05
42,229.69239807128906,0.00029850067221559584,,,801906,1.0,0.000760268943849951,0.0007594249327667058,8.454249837086536e-06,1.0,0.0,,,
,,,0.000298304385345321,0.000298304385345321,801907,,,,,,,,,
43,,,,,820555,,,,,,,0.0007230726769194007,0.0007220165571197867,1.0574964107945561e-05
43,229.53887939453125,0.00029817107133567333,,,820555,1.0,0.0007487577386200428,0.00074793491512537,8.207658538594842e-06,1.0,0.0,,,
,,,0.000298034087518718,0.000298034087518718,820556,,,,,,,,,
44,,,,,839204,,,,,,,0.0007401148322969675,0.0007393498090095818,7.650862244190648e-06
44,230.1153106689453,0.0002978801785502583,,,839204,1.0,0.0007481912616640329,0.0007473448058590293,8.44662372401217e-06,1.0,0.0,,,
,,,0.00029774395132231286,0.00029774395132231286,839205,,,,,,,,,
45,,,,,857853,,,,,,,0.0006980927428230643,0.0006973919807933271,7.013343292783247e-06
45,230.06800842285156,0.00029759950120933354,,,857853,1.0,0.0007359740557149053,0.0007351755630224943,7.999474291864317e-06,1.0,0.0,,,
,,,0.0002974340160359024,0.0002974340160359024,857854,,,,,,,,,
46,,,,,876502,,,,,,,0.0008236540015786886,0.0008228812948800623,7.722037480561994e-06
46,230.12721252441406,0.0002972615766339004,,,876502,1.0,0.00072901276871562,0.0007282465230673552,7.670672857784666e-06,1.0,0.0,,,
,,,0.0002971043236197629,0.0002971043236197629,876503,,,,,,,,,
47,,,,,895151,,,,,,,0.0007350071682594717,0.0007341497694142163,8.56958740769187e-06
47,230.46470642089844,0.0002968938206322491,,,895151,1.0,0.0007212948403321207,0.0007205276051536202,7.63901789468946e-06,1.0,0.0,,,
,,,0.0002967549187089701,0.0002967549187089701,895152,,,,,,,,,
48,,,,,913800,,,,,,,0.0006691204616799951,0.0006684066029265523,7.1346353252010886e-06
48,229.4217529296875,0.00029662903398275375,,,913800,1.0,0.000716491078492254,0.0007157664513215423,7.238063517434057e-06,1.0,0.0,,,
,,,0.0002963858486073558,0.0002963858486073558,913801,,,,,,,,,
49,,,,,932449,,,,,,,0.0007621996337547898,0.0007615104550495744,6.896575996506726e-06
49,230.2955780029297,0.00029619495035149157,,,932449,1.0,0.0007067002006806433,0.0007059865165501833,7.130645371944411e-06,1.0,0.0,,,
,,,0.0002959971632811038,0.0002959971632811038,932450,,,,,,,,,
50,,,,,951098,,,,,,,0.0006910515949130058,0.0006903237663209438,7.280311365320813e-06
50,230.47911071777344,0.00029579433612525463,,,951098,1.0,0.0007025972590781748,0.0007019194890744984,6.772904271201696e-06,1.0,0.0,,,
,,,0.0002955889153519854,0.0002955889153519854,951099,,,,,,,,,
51,,,,,969747,,,,,,,0.0008231335086748004,0.0008209322695620358,2.2018473828211427e-05
51,229.7523193359375,0.0002953757648356259,,,969747,1.0,0.0006945464410819113,0.0006938837468624115,6.64081653667381e-06,1.0,0.0,,,
,,,0.00029516116009023523,0.00029516116009023523,969748,,,,,,,,,
52,,,,,988396,,,,,,,0.0007512345327995718,0.0007503547240048647,8.788515515334439e-06
52,229.71572875976562,0.00029491647728718817,,,988396,1.0,0.0006868607015348971,0.0006861902074888349,6.664145075774286e-06,1.0,0.0,,,
,,,0.0002947139554070684,0.0002947139554070684,988397,,,,,,,,,
53,,,,,1007045,,,,,,,0.0007065198151394725,0.0007058073533698916,7.125368483684724e-06
53,229.9301300048828,0.00029444610117934644,,,1007045,1.0,0.0006811193306930363,0.0006804733420722187,6.460750228143297e-06,1.0,0.0,,,
,,,0.00029424736184684034,0.00029424736184684034,1007046,,,,,,,,,
54,,,,,1025694,,,,,,,0.0006794181535951793,0.000678577518556267,8.405258085986134e-06
54,229.97178649902344,0.0002939726982731372,,,1025694,1.0,0.0006736216018907726,0.0006730302120558918,5.9073499869555235e-06,1.0,0.0,,,
,,,0.00029376144257885006,0.00029376144257885006,1025695,,,,,,,,,
55,,,,,1044343,,,,,,,0.000676490250043571,0.0006758823874406517,6.066418336558854e-06
55,230.3994598388672,0.00029349143733270466,,,1044343,1.0,0.0006748705054633319,0.00067423953441903,6.3133893490885384e-06,1.0,0.0,,,
,,,0.0002932562633887882,0.0002932562633887882,1044344,,,,,,,,,
56,,,,,1062992,,,,,,,0.0007958022761158645,0.0007951772422529757,6.2371277635975275e-06
56,230.0235595703125,0.00029299771995283663,,,1062992,1.0,0.0006695453776046634,0.0006689442088827491,6.001705969538307e-06,1.0,0.0,,,
,,,0.0002927318926698303,0.0002927318926698303,1062993,,,,,,,,,
57,,,,,1081641,,,,,,,0.0007216038648039103,0.0007209650939330459,6.368657523125876e-06
57,229.75584411621094,0.00029247274505905807,,,1081641,1.0,0.0006638806662522256,0.0006632956210523844,5.863818842044566e-06,1.0,0.0,,,
,,,0.0002921884014133779,0.0002921884014133779,1081642,,,,,,,,,
58,,,,,1100290,,,,,,,0.0006351693882606924,0.0006346070440486073,5.626514393952675e-06
58,230.1790771484375,0.0002919391554314643,,,1100290,1.0,0.0006597082247026265,0.0006591112469322979,5.940027676842874e-06,1.0,0.0,,,
,,,0.00029162586319944714,0.00029162586319944714,1100291,,,,,,,,,
59,,,,,1118939,,,,,,,0.0008886808645911515,0.0008876781212165952,1.0023100003309082e-05
59,229.73751831054688,0.0002913468633778393,,,1118939,1.0,0.0006531928665935993,0.0006526228971779346,5.695158506568987e-06,1.0,0.0,,,
,,,0.0002910443541867074,0.0002910443541867074,1118940,,,,,,,,,
60,,,,,1137588,,,,,,,0.0006533395498991013,0.0006527151563204825,6.248373210837599e-06
60,230.2871551513672,0.0002907098678406328,,,1137588,1.0,0.0006472302484326065,0.0006466705817729235,5.583717666013399e-06,1.0,0.0,,,
,,,0.0002904439531021704,0.0002904439531021704,1137589,,,,,,,,,
61,,,,,1156237,,,,,,,0.0007100895745679736,0.0007094659376889467,6.233074145711726e-06
61,230.4870147705078,0.00029013966559432447,,,1156237,1.0,0.0006450320361182094,0.0006444713217206299,5.579457138082944e-06,1.0,0.0,,,
,,,0.00028982474123053213,0.00028982474123053213,1156238,,,,,,,,,
62,,,,,1174886,,,,,,,0.0006504077464342117,0.0006497852737084031,6.230124654393876e-06
62,229.7305145263672,0.0002895402139984071,,,1174886,1.0,0.0006407813634723425,0.0006402167491614819,5.681287348124897e-06,1.0,0.0,,,
,,,0.0002891868024031679,0.0002891868024031679,1174887,,,,,,,,,
63,,,,,1193535,,,,,,,0.000668948981910944,0.0006683499086648226,6.005327122693416e-06
63,230.03428649902344,0.00028882702463306487,,,1193535,1.0,0.0006342271808534861,0.000633717980235815,5.112819962960202e-06,1.0,0.0,,,
,,,0.0002885302229867831,0.0002885302229867831,1193536,,,,,,,,,
64,,,,,1212184,,,,,,,0.0007339144358411431,0.0007332892855629325,6.243050393095473e-06
64,230.2825469970703,0.00028821066371165216,,,1212184,1.0,0.0006316693034023046,0.0006311372271738946,5.315028374752728e-06,1.0,0.0,,,
,,,0.0002878550918717207,0.0002878550918717207,1212185,,,,,,,,,
65,,,,,1230833,,,,,,,0.0006317648221738636,0.000631201546639204,5.645045348501299e-06
65,229.57232666015625,0.0002874901401810348,,,1230833,1.0,0.0006273058825172484,0.0006267763092182577,5.303681518853409e-06,1.0,0.0,,,
,,,0.0002871615004599262,0.0002871615004599262,1230834,,,,,,,,,
66,,,,,1249482,,,,,,,0.0007071092841215432,0.0007065370446071029,5.721096385968849e-06
66,230.01893615722656,0.00028681501862592995,,,1249482,1.0,0.0006240186048671603,0.0006235007895156741,5.157803570909891e-06,1.0,0.0,,,
,,,0.0002864495426525743,0.0002864495426525743,1249483,,,,,,,,,
67,,,,,1268131,,,,,,,0.0006928443908691406,0.0006921239546500146,7.2101156547432765e-06
67,229.751708984375,0.0002860634704120457,,,1268131,1.0,0.0006206161342561245,0.0006201186333782971,4.963264927937416e-06,1.0,0.0,,,
,,,0.0002857193148373553,0.0002857193148373553,1268132,,,,,,,,,
68,,,,,1286780,,,,,,,0.0006860090070404112,0.0006853081868030131,7.002820893831085e-06
68,229.82688903808594,0.0002853659389074892,,,1286780,1.0,0.0006157346651889384,0.0006152475834824145,4.874901151197264e-06,1.0,0.0,,,
,,,0.0002849709158754263,0.0002849709158754263,1286781,,,,,,,,,
69,,,,,1305429,,,,,,,0.0006380804697982967,0.0006374915828928351,5.8988784985558596e-06
69,230.4528350830078,0.00028456372092477977,,,1305429,1.0,0.0006119381287135184,0.0006114607094787061,4.784284101333469e-06,1.0,0.0,,,
,,,0.00028420444708802673,0.00028420444708802673,1305430,,,,,,,,,
70,,,,,1324078,,,,,,,0.0006246555130928755,0.000623915228061378,7.3992910074593965e-06
70,229.5411834716797,0.0002838340005837381,,,1324078,1.0,0.0006102104671299458,0.0006097189616411924,4.925785106024705e-06,1.0,0.0,,,
,,,0.00028342001224276105,0.00028342001224276105,1324079,,,,,,,,,
71,,,,,1342727,,,,,,,0.0006624347297474742,0.0006615734309889376,8.610518307250459e-06
71,230.0905303955078,0.0002830253215506673,,,1342727,1.0,0.0006039165309630334,0.0006034480757080019,4.688911758421455e-06,1.0,0.0,,,
,,,0.00028261771753955065,0.00028261771753955065,1342728,,,,,,,,,
72,,,,,1361376,,,,,,,0.0006717821815982461,0.0006711857859045267,5.958012025075732e-06
72,230.4215850830078,0.00028218820807524025,,,1361376,1.0,0.0006040444714017212,0.0006035563419573009,4.8599795263726264e-06,1.0,0.0,,,
,,,0.00028179767159625536,0.00028179767159625536,1361377,,,,,,,,,
73,,,,,1380025,,,,,,,0.0006286500720307231,0.0006280370289459825,6.140869118098635e-06
73,229.80653381347656,0.00028136491891928017,,,1380025,1.0,0.0005999005516059697,0.0005994340754114091,4.67656673208694e-06,1.0,0.0,,,
,,,0.0002809599854339692,0.0002809599854339692,1380026,,,,,,,,,
74,,,,,1398674,,,,,,,0.0006816952372901142,0.0006810629274696112,6.313694939308334e-06
74,230.4298858642578,0.00028055510483682156,,,1398674,1.0,0.0005966866156086326,0.0005962286377325654,4.5745200623059645e-06,1.0,0.0,,,
,,,0.0002801047724619891,0.0002801047724619891,1398675,,,,,,,,,
75,,,,,1417323,,,,,,,0.0006964947679080069,0.000695957220159471,5.378777132136747e-06
75,230.08169555664062,0.000279684376437217,,,1417323,1.0,0.0005914642824791372,0.0005910252220928669,4.407761934999144e-06,1.0,0.0,,,
,,,0.00027923214846246175,0.00027923214846246175,1417324,,,,,,,,,
76,,,,,1435972,,,,,,,0.0007056851172819734,0.000705026846844703,6.5902008827833924e-06
76,230.55516052246094,0.00027879801928065717,,,1435972,1.0,0.0005903460551053286,0.0005899000097997487,4.42044120063656e-06,1.0,0.0,,,
,,,0.00027834223157470803,0.00027834223157470803,1435973,,,,,,,,,
77,,,,,1454621,,,,,,,0.0008449677843600512,0.0008444159757345915,5.515307293535443e-06
77,230.47174072265625,0.0002778908237814903,,,1454621,1.0,0.0005870714085176587,0.0005866190767847002,4.532567800197285e-06,1.0,0.0,,,
,,,0.0002774351422792292,0.0002774351422792292,1454622,,,,,,,,,
78,,,,,1473270,,,,,,,0.0006040117586962879,0.0006034024991095066,6.099185156926978e-06
78,230.03021240234375,0.0002769667189568281,,,1473270,1.0,0.0005827712593600154,0.0005823523970320821,4.1984490053437185e-06,1.0,0.0,,,
,,,0.0002765110033813957,0.0002765110033813957,1473271,,,,,,,,,
79,,,,,1491919,,,,,,,0.0005992963560856879,0.0005987187614664435,5.77432456339011e-06
79,229.603759765625,0.0002760297211352736,,,1491919,1.0,0.0005800127401016653,0.0005795678007416427,4.430642547958996e-06,1.0,0.0,,,
,,,0.00027556993999482105,0.00027556993999482105,1491920,,,,,,,,,
80,,,,,1510568,,,,,,,0.0007222624262794852,0.0007217554375529289,5.075387434771983e-06
80,229.58840942382812,0.0002750812564045191,,,1510568,1.0,0.000571319367736578,0.0005709329852834344,3.865985036100028e-06,1.0,0.0,,,
,,,0.00027461207952442365,0.00027461207952442365,1510569,,,,,,,,,
81,,,,,1529217,,,,,,,0.0006735162460245192,0.0006728965672664344,6.1947876019985415e-06
81,230.60272216796875,0.0002741216158028692,,,1529217,1.0,0.0005731287528760731,0.0005727086099795997,4.199226168566383e-06,1.0,0.0,,,
,,,0.00027363755164917835,0.00027363755164917835,1529218,,,,,,,,,
82,,,,,1547866,,,,,,,0.0005978682893328369,0.0005973923834972084,4.753254870593082e-06
82,230.46495056152344,0.00027314884937368333,,,1547866,1.0,0.0005653007538057864,0.000564912217669189,3.884670604747953e-06,1.0,0.0,,,
,,,0.0002726464883045595,0.0002726464883045595,1547867,,,,,,,,,
83,,,,,1566515,,,,,,,0.0005937898531556129,0.000593251665122807,5.3878443395660724e-06
83,229.26075744628906,0.00027215463342145085,,,1566515,1.0,0.0005657050642184913,0.0005653015105053782,4.049553808727069e-06,1.0,0.0,,,
,,,0.00027163902366467965,0.00027163902366467965,1566516,,,,,,,,,
84,,,,,1585164,,,,,,,0.0005843643448315561,0.0005837306962348521,6.342323104036041e-06
84,229.97958374023438,0.0002711508423089981,,,1585164,1.0,0.0005641704774461687,0.0005637789145112038,3.929030754079577e-06,1.0,0.0,,,
,,,0.00027061529412412397,0.00027061529412412397,1585165,,,,,,,,,
85,,,,,1603813,,,,,,,0.0006124720675870776,0.000611873168963939,6.002590907883132e-06
85,230.48280334472656,0.0002701061894185841,,,1603813,1.0,0.0005606899503618479,0.0005602904129773378,3.969069439335726e-06,1.0,0.0,,,
,,,0.00026957543827948484,0.00026957543827948484,1603814,,,,,,,,,
86,,,,,1622462,,,,,,,0.0005876785726286471,0.0005872359615750611,4.43295812146971e-06
86,229.8927459716797,0.000269031326752156,,,1622462,1.0,0.0005567243788391352,0.0005563453305512667,3.792154529946856e-06,1.0,0.0,,,
,,,0.00026851959691059815,0.00026851959691059815,1622463,,,,,,,,,
87,,,,,1641111,,,,,,,0.000597545993514359,0.0005969023914076388,6.453172318288125e-06
87,230.38720703125,0.0002679722383618355,,,1641111,1.0,0.0005529928603209555,0.0005526142194867134,3.7915656321274582e-06,1.0,0.0,,,
,,,0.0002674479129614839,0.0002674479129614839,1641112,,,,,,,,,
88,,,,,1659760,,,,,,,0.0006124723004177213,0.0006120572215877473,4.149737378611462e-06
88,230.39425659179688,0.00026692196843214333,,,1659760,1.0,0.0005521936109289527,0.0005518057732842863,3.904605819116114e-06,1.0,0.0,,,
,,,0.00026636053152099366,0.00026636053152099366,1659761,,,,,,,,,
89,,,,,1678409,,,,,,,0.0006294758641161025,0.0006287935539148748,6.8185836425982416e-06
89,229.01080322265625,0.00026581354904919863,,,1678409,1.0,0.0005466597503982484,0.0005463089910335839,3.523780605974025e-06,1.0,0.0,,,
,,,0.0002652575998031682,0.0002652575998031682,1678410,,,,,,,,,
