epoch,epoch_time_sec,lr,lr/pg1,lr/pg2,step,train_detach_between_steps,train_loss,train_loss_log10_mae,train_loss_z_mse,train_rollout_steps,train_skip_steps,val_loss,val_loss_log10_mae,val_loss_z_mse
90,,,,,1697058,,,,,,,0.0005918018869124353,0.0005898051895201206,7.98633845988661e-06
90,152.76779174804688,9.95476875687018e-05,,,1697058,1.0,0.0005531052011065185,0.0005516838864423335,5.68199675399228e-06,1.0,0.0,,,
,,,9.954571328076024e-05,9.954571328076024e-05,1697059,,,,,,,,,
91,,,,,1715707,,,,,,,0.0006471688975580037,0.0006448638159781694,9.220626452588476e-06
91,153.661376953125,9.954016422852874e-05,,,1715707,1.0,0.0005498952232301235,0.0005485223955474794,5.484267148858635e-06,1.0,0.0,,,
,,,9.952331877377259e-05,9.952331877377259e-05,1715708,,,,,,,,,
92,,,,,1734356,,,,,,,0.000600890489295125,0.0005987514741718769,8.555150998290628e-06
92,153.4811248779297,9.953363769454882e-05,,,1734356,1.0,0.0005474029458127916,0.0005460088141262531,5.57318662686157e-06,1.0,0.0,,,
,,,9.950038815562505e-05,9.950038815562505e-05,1734357,,,,,,,,,
93,,,,,1753005,,,,,,,0.0005836066557094455,0.0005819533835165203,6.611907338083256e-06
93,152.68246459960938,9.949660307029262e-05,,,1753005,1.0,0.0005450421012938023,0.0005436823703348637,5.4332122090272605e-06,1.0,0.0,,,
,,,9.94769216770832e-05,9.94769216770832e-05,1753006,,,,,,,,,
94,,,,,1771654,,,,,,,0.0005926653393544257,0.0005909828469157219,6.731218491040636e-06
94,153.2574920654297,9.945229976437986e-05,,,1771654,1.0,0.0005443845875561237,0.0005430222954601049,5.4555780479859095e-06,1.0,0.0,,,
,,,9.94529195947727e-05,9.94529195947727e-05,1771655,,,,,,,,,
95,,,,,1790303,,,,,,,0.0006688032299280167,0.0006667640991508961,8.159383469319437e-06
95,153.3747100830078,9.942866745404899e-05,,,1790303,1.0,0.0005401099915616214,0.0005387542187236249,5.430866167444037e-06,1.0,0.0,,,
,,,9.942838217117644e-05,9.942838217117644e-05,1790304,,,,,,,,,
96,,,,,1808952,,,,,,,0.0006756258080713451,0.0006733821355737746,8.974134289019275e-06
96,153.3720245361328,9.942104952642694e-05,,,1808952,1.0,0.0005372872110456228,0.0005359875503927469,5.203758973948425e-06,1.0,0.0,,,
,,,9.94033096746318e-05,9.94033096746318e-05,1808953,,,,,,,,,
97,,,,,1827601,,,,,,,0.0006225832039490342,0.0006206533871591091,7.717710104770958e-06
97,153.37631225585938,9.941157622961327e-05,,,1827601,1.0,0.0005333006847649813,0.0005320292548276484,5.090412287245272e-06,1.0,0.0,,,
,,,9.937770237932753e-05,9.937770237932753e-05,1827602,,,,,,,,,
98,,,,,1846250,,,,,,,0.0005777723854407668,0.0005763168446719646,5.819458692712942e-06
98,153.59750366210938,9.934794070431963e-05,,,1846250,1.0,0.0005338217597454786,0.0005325045785866678,5.26755184182548e-06,1.0,0.0,,,
,,,9.935156056530096e-05,9.935156056530096e-05,1846251,,,,,,,,,
99,,,,,1864899,,,,,,,0.0005772595177404583,0.0005756402388215065,6.477836450358154e-06
99,153.6973114013672,9.93300782283768e-05,,,1864899,1.0,0.0005300411721691489,0.0005287716048769653,5.079148650111165e-06,1.0,0.0,,,
,,,9.932488451843476e-05,9.932488451843476e-05,1864900,,,,,,,,,
100,,,,,1883548,,,,,,,0.0005776023608632386,0.0005758724291808903,6.920532541698776e-06
100,152.88836669921875,9.930788655765355e-05,,,1883548,1.0,0.000529157929122448,0.0005278630997054279,5.173926638235571e-06,1.0,0.0,,,
,,,9.92976745304539e-05,9.92976745304539e-05,1883549,,,,,,,,,
101,,,,,1902197,,,,,,,0.0005906613077968359,0.000588892144151032,7.074023869790835e-06
101,153.3058624267578,9.930095984600484e-05,,,1902197,1.0,0.0005294254515320063,0.0005280834157019854,5.370864982978674e-06,1.0,0.0,,,
,,,9.926993089892246e-05,9.926993089892246e-05,1902198,,,,,,,,,
102,,,,,1920846,,,,,,,0.0005931825726293027,0.0005914175417274237,7.056055892462609e-06
102,153.6068115234375,9.927674545906484e-05,,,1920846,1.0,0.0005247840308584273,0.000523553229868412,4.917109890811844e-06,1.0,0.0,,,
,,,9.924165392724034e-05,9.924165392724034e-05,1920847,,,,,,,,,
103,,,,,1939495,,,,,,,0.0005924711585976183,0.0005908702732995152,6.405978183465777e-06
103,153.6418914794922,9.921433229465038e-05,,,1939495,1.0,0.0005214450648054481,0.0005202167085371912,4.912040822091512e-06,1.0,0.0,,,
,,,9.921284392463998e-05,9.921284392463998e-05,1939496,,,,,,,,,
104,,,,,1958144,,,,,,,0.0005616914131678641,0.0005601267330348492,6.262600436457433e-06
104,152.84140014648438,9.919019066728652e-05,,,1958144,1.0,0.0005203857435844839,0.0005191915552131832,4.781517873198027e-06,1.0,0.0,,,
,,,9.918350120618292e-05,9.918350120618292e-05,1958145,,,,,,,,,
105,,,,,1976793,,,,,,,0.000554534955881536,0.0005528671899810433,6.670801667496562e-06
105,153.70413208007812,9.918215073412284e-05,,,1976793,1.0,0.0005174281541258097,0.0005162412417121232,4.750779680762207e-06,1.0,0.0,,,
,,,9.915362609275649e-05,9.915362609275649e-05,1976794,,,,,,,,,
106,,,,,1995442,,,,,,,0.0005717138992622495,0.0005701550398953259,6.239936737983953e-06
106,153.3246612548828,9.915795817505568e-05,,,1995442,1.0,0.0005180512089282274,0.0005167794297449291,5.084748408989981e-06,1.0,0.0,,,
,,,9.91232189110701e-05,9.91232189110701e-05,1995443,,,,,,,,,
107,,,,,2014091,,,,,,,0.0005894707865081728,0.0005876521463505924,7.2729394560155924e-06
107,153.3304443359375,9.909516666084528e-05,,,2014091,1.0,0.0005122002330608666,0.000511103484313935,4.398553755891044e-06,1.0,0.0,,,
,,,9.909227999365183e-05,9.909227999365183e-05,2014092,,,,,,,,,
108,,,,,2032740,,,,,,,0.000569332274608314,0.0005679547321051359,5.509785296453629e-06
108,153.26759338378906,9.907097410177812e-05,,,2032740,1.0,0.0005120576824992895,0.0005108723999001086,4.73792033517384e-06,1.0,0.0,,,
,,,9.90608096788447e-05,9.90608096788447e-05,2032741,,,,,,,,,
109,,,,,2051389,,,,,,,0.0005379170179367065,0.0005363980308175087,6.074482371332124e-06
109,153.4606170654297,9.906269406201318e-05,,,2051389,1.0,0.0005099915433675051,0.0005088575417175889,4.531986178335501e-06,1.0,0.0,,,
,,,9.902880831080307e-05,9.902880831080307e-05,2051390,,,,,,,,,
110,,,,,2070038,,,,,,,0.0005634463741444051,0.0005619354778900743,6.046005182724912e-06
110,153.36141967773438,9.901210432872176e-05,,,2070038,1.0,0.0005059274262748659,0.0005048158345744014,4.445815648068674e-06,1.0,0.0,,,
,,,9.899627623948875e-05,9.899627623948875e-05,2070039,,,,,,,,,
111,,,,,2088687,,,,,,,0.0006417764234356582,0.0006398246041499078,7.809273483871948e-06
111,153.2908935546875,9.89735490293242e-05,,,2088687,1.0,0.0005088156322017312,0.0005076153902336955,4.800034275831422e-06,1.0,0.0,,,
,,,9.896321382066726e-05,9.896321382066726e-05,2088688,,,,,,,,,
112,,,,,2107336,,,,,,,0.0005554517265409231,0.0005538903642445803,6.245765234780265e-06
112,153.3199462890625,9.894593677017838e-05,,,2107336,1.0,0.0005046730511821806,0.0005035251379013062,4.5944307203171775e-06,1.0,0.0,,,
,,,9.892962141590392e-05,9.892962141590392e-05,2107337,,,,,,,,,
113,,,,,2125985,,,,,,,0.0005416279891505837,0.0005400986410677433,6.1184341575426515e-06
113,153.4635467529297,9.89329200820066e-05,,,2125985,1.0,0.0005030149477533996,0.0005017578951083124,5.034088644606527e-06,1.0,0.0,,,
,,,9.88954993925599e-05,9.88954993925599e-05,2125986,,,,,,,,,
114,,,,,2144634,,,,,,,0.0005728628602810204,0.0005713205318897963,6.174509053380461e-06
114,153.52345275878906,9.885815234156325e-05,,,2144634,1.0,0.0005011915927752852,0.0005000641103833914,4.515015461947769e-06,1.0,0.0,,,
,,,9.886084812378817e-05,9.886084812378817e-05,2144635,,,,,,,,,
115,,,,,2163283,,,,,,,0.0005449872696772218,0.0005435163038782775,5.8810787777474616e-06
115,153.33863830566406,9.883304301183671e-05,,,2163283,1.0,0.0004982911632396281,0.0004972020979039371,4.356039880804019e-06,1.0,0.0,,,
,,,9.882566798852944e-05,9.882566798852944e-05,2163284,,,,,,,,,
116,,,,,2181932,,,,,,,0.0006427283515222371,0.0006403171573765576,9.635807145969011e-06
116,153.3612518310547,9.882450831355527e-05,,,2181932,1.0,0.0004975843476131558,0.0004965210682712495,4.25392454417306e-06,1.0,0.0,,,
,,,9.878995937150805e-05,9.878995937150805e-05,2181933,,,,,,,,,
117,,,,,2200581,,,,,,,0.0005681603797711432,0.0005667186342179775,5.7650968301459216e-06
117,153.4007110595703,9.876231342786923e-05,,,2200581,1.0,0.0004960179794579744,0.0004949422436766326,4.3069931052741595e-06,1.0,0.0,,,
,,,9.87537226632277e-05,9.87537226632277e-05,2200582,,,,,,,,,
118,,,,,2219230,,,,,,,0.0005454838392324746,0.0005438635707832873,6.4820492298167665e-06
118,153.54293823242188,9.872965893009678e-05,,,2219230,1.0,0.0004931687144562602,0.000492096587549895,4.286622242943849e-06,1.0,0.0,,,
,,,9.871695825996725e-05,9.871695825996725e-05,2219231,,,,,,,,,
119,,,,,2237879,,,,,,,0.000596029160078615,0.0005939104012213647,8.475914000882767e-06
119,153.5264892578125,9.870660869637504e-05,,,2237879,1.0,0.0004938251222483814,0.0004927333793602884,4.363444986665854e-06,1.0,0.0,,,
,,,9.86796665637763e-05,9.86796665637763e-05,2237880,,,,,,,,,
120,,,,,2256528,,,,,,,0.0005582089070230722,0.0005567185580730438,5.958993824606296e-06
120,153.4728240966797,9.866910841083154e-05,,,2256528,1.0,0.0004905512323603034,0.0004894901067018509,4.243584044161253e-06,1.0,0.0,,,
,,,9.864184798247086e-05,9.864184798247086e-05,2256529,,,,,,,,,
121,,,,,2275177,,,,,,,0.0005362101946957409,0.000534620659891516,6.35978994978359e-06
121,153.2342529296875,9.861748549155891e-05,,,2275177,1.0,0.0004898509941995144,0.0004887707182206213,4.31903345088358e-06,1.0,0.0,,,
,,,9.860350292962891e-05,9.860350292962891e-05,2275178,,,,,,,,,
122,,,,,2293826,,,,,,,0.0005655174027197063,0.0005636332207359374,7.536028078902746e-06
122,153.10939025878906,9.858814155450091e-05,,,2293826,1.0,0.00048711217823438346,0.000486080622067675,4.123292455915362e-06,1.0,0.0,,,
,,,9.856463182458577e-05,9.856463182458577e-05,2293827,,,,,,,,,
123,,,,,2312475,,,,,,,0.0005529901827685535,0.0005515534430742264,5.7465081226837356e-06
123,155.27012634277344,9.855852840701118e-05,,,2312475,1.0,0.0004879423067905009,0.000486837379867211,4.418485332280397e-06,1.0,0.0,,,
,,,9.852523509242965e-05,9.852523509242965e-05,2312476,,,,,,,,,
124,,,,,2331124,,,,,,,0.0005574976094067097,0.0005557608092203736,6.94364462106023e-06
124,153.36891174316406,9.849917842075229e-05,,,2331124,1.0,0.0004863436915911734,0.0004852999991271645,4.170362899458269e-06,1.0,0.0,,,
,,,9.848531316399687e-05,9.848531316399687e-05,2331125,,,,,,,,,
125,,,,,2349773,,,,,,,0.0005345440004020929,0.0005330651765689254,5.9154886002943385e-06
125,153.3070831298828,9.846902685239911e-05,,,2349773,1.0,0.00048445697757415473,0.0004834249848499894,4.1261646401835606e-06,1.0,0.0,,,
,,,9.844486647586725e-05,9.844486647586725e-05,2349774,,,,,,,,,
126,,,,,2368422,,,,,,,0.0005618513096123934,0.0005601336597464979,6.87153897160897e-06
126,153.13682556152344,9.843327279668301e-05,,,2368422,1.0,0.00048121658619493246,0.0004801926261279732,4.096045813639648e-06,1.0,0.0,,,
,,,9.84038954703593e-05,9.84038954703593e-05,2368423,,,,,,,,,
127,,,,,2387071,,,,,,,0.0005333144217729568,0.0005315865273587406,6.910470801813062e-06
127,153.08811950683594,9.837921243160963e-05,,,2387071,1.0,0.00048075951053760946,0.0004797705914825201,3.9604246921953745e-06,1.0,0.0,,,
,,,9.836240059552536e-05,9.836240059552536e-05,2387072,,,,,,,,,
128,,,,,2405720,,,,,,,0.0005322049255482852,0.0005308815743774176,5.2958821470383555e-06
128,152.9070281982422,9.834968659561127e-05,,,2405720,1.0,0.00047844176879152656,0.00047749135410413146,3.8062910334701883e-06,1.0,0.0,,,
,,,9.832038230514676e-05,9.832038230514676e-05,2405721,,,,,,,,,
129,,,,,2424369,,,,,,,0.0005280912737362087,0.0005266319494694471,5.836691798322136e-06
129,153.13807678222656,9.829480404732749e-05,,,2424369,1.0,0.0004771626554429531,0.0004761714953929186,3.959544756071409e-06,1.0,0.0,,,
,,,9.827784105872876e-05,9.827784105872876e-05,2424370,,,,,,,,,
130,,,,,2443018,,,,,,,0.0005364322569221258,0.0005349186831153929,6.0566644606296904e-06
130,153.05027770996094,9.824968583416194e-05,,,2443018,1.0,0.000476243847515434,0.00047527943388558924,3.86223109671846e-06,1.0,0.0,,,
,,,9.823477732149563e-05,9.823477732149563e-05,2443019,,,,,,,,,
131,,,,,2461667,,,,,,,0.000557851861231029,0.0005563276936300099,6.095085154811386e-06
131,152.90174865722656,9.822880383580923e-05,,,2461667,1.0,0.0004726631159428507,0.0004716877010650933,3.89783235732466e-06,1.0,0.0,,,
,,,9.819119156438551e-05,9.819119156438551e-05,2461668,,,,,,,,,
132,,,,,2480316,,,,,,,0.0005497392266988754,0.0005482829292304814,5.825173502671532e-06
132,152.94415283203125,9.81453267741017e-05,,,2480316,1.0,0.0004719966382253915,0.0004710514040198177,3.7931422411929816e-06,1.0,0.0,,,
,,,9.814708426404524e-05,9.814708426404524e-05,2480317,,,,,,,,,
133,,,,,2498965,,,,,,,0.00053162791300565,0.0005301876808516681,5.759995929111028e-06
133,152.92361450195312,9.811790368985385e-05,,,2498965,1.0,0.0004700761928688735,0.00046915627899579704,3.676201231428422e-06,1.0,0.0,,,
,,,9.810245590282519e-05,9.810245590282519e-05,2498966,,,,,,,,,
134,,,,,2517614,,,,,,,0.0005455133505165577,0.0005439972737804055,6.063623459340306e-06
134,152.95924377441406,9.81028497335501e-05,,,2517614,1.0,0.000470955012133345,0.00046999569167383015,3.8338489503075834e-06,1.0,0.0,,,
,,,9.8057306968774e-05,9.8057306968774e-05,2517615,,,,,,,,,
135,,,,,2536263,,,,,,,0.0005264937062747777,0.0005251690745353699,5.302109457261395e-06
135,152.8686065673828,9.802314161788672e-05,,,2536263,1.0,0.00046867839409969747,0.0004677568795159459,3.6896863093716092e-06,1.0,0.0,,,
,,,9.801163795563311e-05,9.801163795563311e-05,2536264,,,,,,,,,
136,,,,,2554912,,,,,,,0.0005278493044897914,0.0005265576764941216,5.164510639588116e-06
136,153.22071838378906,9.79927644948475e-05,,,2554912,1.0,0.000466814759420231,0.0004658954858314246,3.6790943340747617e-06,1.0,0.0,,,
,,,9.79654493628316e-05,9.79654493628316e-05,2554913,,,,,,,,,
137,,,,,2573561,,,,,,,0.0005331673310138285,0.0005318433395586908,5.294891707308125e-06
137,153.1078338623047,9.793601202545688e-05,,,2573561,1.0,0.0004663933359552175,0.00046545101213268936,3.762114147320972e-06,1.0,0.0,,,
,,,9.791874169548051e-05,9.791874169548051e-05,2573562,,,,,,,,,
138,,,,,2592210,,,,,,,0.0005368972197175026,0.0005354030290618539,5.979914931231178e-06
138,153.3619384765625,9.788772877072915e-05,,,2592210,1.0,0.00046409066999331117,0.00046313577331602573,3.8246726035140455e-06,1.0,0.0,,,
,,,9.787151546436737e-05,9.787151546436737e-05,2592211,,,,,,,,,
139,,,,,2610859,,,,,,,0.0005574539536610246,0.0005558278644457459,6.506000318040606e-06
139,153.09005737304688,9.78708267211914e-05,,,2610859,1.0,0.00046288117300719023,0.0004619353567250073,3.7840304685232695e-06,1.0,0.0,,,
,,,9.782377118595071e-05,9.782377118595071e-05,2610860,,,,,,,,,
140,,,,,2629508,,,,,,,0.0005643047043122351,0.0005623584147542715,7.780268788337708e-06
140,152.98965454101562,9.778550156624988e-05,,,2629508,1.0,0.0004614604404196143,0.00046057289000600576,3.553524720700807e-06,1.0,0.0,,,
,,,9.77755093823543e-05,9.77755093823543e-05,2629509,,,,,,,,,
141,,,,,2648157,,,,,,,0.0005437226500362158,0.0005424177506938577,5.221572337177349e-06
141,153.21047973632812,9.775561920832843e-05,,,2648157,1.0,0.0004603228881023824,0.00045945169404149055,3.4879644772445317e-06,1.0,0.0,,,
,,,9.772673058136149e-05,9.772673058136149e-05,2648158,,,,,,,,,
142,,,,,2666806,,,,,,,0.0005185598274692893,0.0005173228564672172,4.950381025992101e-06
142,153.00086975097656,9.76921000983566e-05,,,2666806,1.0,0.0004595938080456108,0.0004587142320815474,3.525272404658608e-06,1.0,0.0,,,
,,,9.767743531640943e-05,9.767743531640943e-05,2666807,,,,,,,,,
143,,,,,2685455,,,,,,,0.0005114162340760231,0.0005102492868900299,4.66827714262763e-06
143,152.82005310058594,9.764455171534792e-05,,,2685455,1.0,0.00045843367115594447,0.00045754111488349736,3.5661578294821084e-06,1.0,0.0,,,
,,,9.762762412658323e-05,9.762762412658323e-05,2685456,,,,,,,,,
144,,,,,2704104,,,,,,,0.0005285914521664381,0.0005273086717352271,5.129813871462829e-06
144,153.21827697753906,9.762570698512718e-05,,,2704104,1.0,0.0004555777704808861,0.00045474254875443876,3.342560603414313e-06,1.0,0.0,,,
,,,9.757729755661012e-05,9.757729755661012e-05,2704105,,,,,,,,,
145,,,,,2722753,,,,,,,0.0005122600705362856,0.0005108864861540496,5.492059244716074e-06
145,153.21624755859375,9.754608618095517e-05,,,2722753,1.0,0.0004569227166939527,0.0004560484958346933,3.499357035252615e-06,1.0,0.0,,,
,,,9.752645615685335e-05,9.752645615685335e-05,2722754,,,,,,,,,
146,,,,,2741402,,,,,,,0.0005263329367153347,0.0005249277455732226,5.61853494218667e-06
146,153.0486602783203,9.751458856044337e-05,,,2741402,1.0,0.00045552270603366196,0.00045465631410479546,3.471859827186563e-06,1.0,0.0,,,
,,,9.747510048330638e-05,9.747510048330638e-05,2741403,,,,,,,,,
147,,,,,2760051,,,,,,,0.0005359339993447065,0.0005344413802959025,5.972506642137887e-06
147,153.16038513183594,9.742917609401047e-05,,,2760051,1.0,0.0004532680322881788,0.000452405889518559,3.445176616878598e-06,1.0,0.0,,,
,,,9.74232310975866e-05,9.74232310975866e-05,2760052,,,,,,,,,
148,,,,,2778700,,,,,,,0.0005121643771417439,0.0005108847981318831,5.123075879964745e-06
148,153.1387939453125,9.740197856444865e-05,,,2778700,1.0,0.0004527769924607128,0.0004518930218182504,3.53587165591307e-06,1.0,0.0,,,
,,,9.737084856692929e-05,9.737084856692929e-05,2778701,,,,,,,,,
149,,,,,2797349,,,,,,,0.0005296667222864926,0.000528213509824127,5.8120112953474745e-06
149,152.0568389892578,9.7332798759453e-05,,,2797349,1.0,0.0004509013378992677,0.0004500586073845625,3.3670316952338908e-06,1.0,0.0,,,
,,,9.73179534641814e-05,9.73179534641814e-05,2797350,,,,,,,,,
150,,,,,2815998,,,,,,,0.0005329079576767981,0.0005315120215527713,5.584257905866252e-06
150,153.05593872070312,9.728434815770015e-05,,,2815998,1.0,0.0004507078556343913,0.00044986887951381505,3.3598639674892183e-06,1.0,0.0,,,
,,,9.726454636779538e-05,9.726454636779538e-05,2815999,,,,,,,,,
151,,,,,2834647,,,,,,,0.0005094344960525632,0.0005080827977508307,5.406678610597737e-06
151,153.11373901367188,9.72475900198333e-05,,,2834647,1.0,0.0004488177364692092,0.00044801694457419217,3.2003722481022123e-06,1.0,0.0,,,
,,,9.72106278618226e-05,9.72106278618226e-05,2834648,,,,,,,,,
152,,,,,2853296,,,,,,,0.0005497080856002867,0.000548118376173079,6.3627148847444914e-06
152,153.17105102539062,9.717927605379373e-05,,,2853296,1.0,0.0004472452274058014,0.00044638029066845775,3.451780912655522e-06,1.0,0.0,,,
,,,9.715619853590721e-05,9.715619853590721e-05,2853297,,,,,,,,,
153,,,,,2871945,,,,,,,0.0005342700751498342,0.0005330097046680748,5.0432904572517145e-06
153,153.05030822753906,9.715557098388672e-05,,,2871945,1.0,0.00044621361303143203,0.0004454219015315175,3.163914470860618e-06,1.0,0.0,,,
,,,9.710125898527964e-05,9.710125898527964e-05,2871946,,,,,,,,,
154,,,,,2890594,,,,,,,0.0005131342331878841,0.0005117483669891953,5.544377472688211e-06
154,153.2859649658203,9.706942364573479e-05,,,2890594,1.0,0.00044576902291737497,0.00044495341717265546,3.2608811579848407e-06,1.0,0.0,,,
,,,9.704580981074998e-05,9.704580981074998e-05,2890595,,,,,,,,,
155,,,,,2909243,,,,,,,0.0005266117514111102,0.0005253131967037916,5.197661266720388e-06
155,152.96807861328125,9.7036907391157e-05,,,2909243,1.0,0.00044481101213023067,0.0004439857439137995,3.3015483040799154e-06,1.0,0.0,,,
,,,9.698985161870153e-05,9.698985161870153e-05,2909244,,,,,,,,,
156,,,,,2927892,,,,,,,0.0005160520668141544,0.000514345767442137,6.823782314313576e-06
156,153.36854553222656,9.695124754216522e-05,,,2927892,1.0,0.0004434944421518594,0.00044263151357881725,3.4493994007789297e-06,1.0,0.0,,,
,,,9.693338502108412e-05,9.693338502108412e-05,2927893,,,,,,,,,
157,,,,,2946541,,,,,,,0.0005213821423240006,0.0005200906307436526,5.164111371414037e-06
157,152.77398681640625,9.69192260527052e-05,,,2946541,1.0,0.00044172522029839456,0.0004409686371218413,3.0320022688101744e-06,1.0,0.0,,,
,,,9.687641063540739e-05,9.687641063540739e-05,2946542,,,,,,,,,
158,,,,,2965190,,,,,,,0.000510447658598423,0.0005092588253319263,4.751939286506968e-06
158,152.9828338623047,9.683312964625657e-05,,,2965190,1.0,0.0004415529838297516,0.00044073571916669607,3.266718067607144e-06,1.0,0.0,,,
,,,9.681892908473412e-05,9.681892908473412e-05,2965191,,,,,,,,,
159,,,,,2983839,,,,,,,0.0005211270181462169,0.0005199263687245548,4.806211109098513e-06
159,153.026123046875,9.680021321401e-05,,,2983839,1.0,0.00043886128696613014,0.0004380832251626998,3.124706609014538e-06,1.0,0.0,,,
,,,9.676094099767333e-05,9.676094099767333e-05,2983840,,,,,,,,,
160,,,,,3002488,,,,,,,0.0005010096938349307,0.0004997044452466071,5.220187176746549e-06
160,153.04429626464844,9.671434236224741e-05,,,3002488,1.0,0.0004382830811664462,0.0004375637217890471,2.8740701054630335e-06,1.0,0.0,,,
,,,9.670244700837341e-05,9.670244700837341e-05,3002489,,,,,,,,,
161,,,,,3021137,,,,,,,0.000506918819155544,0.0005056859226897359,4.9365971790393814e-06
161,153.0078582763672,9.66816587606445e-05,,,3021137,1.0,0.00043740548426285386,0.00043662733514793217,3.1201018373394618e-06,1.0,0.0,,,
,,,9.664344775651534e-05,9.664344775651534e-05,3021138,,,,,,,,,
162,,,,,3039786,,,,,,,0.0005097422981634736,0.000508585013449192,4.629137947631534e-06
162,153.369873046875,9.659581701271236e-05,,,3039786,1.0,0.00043624165118671954,0.00043548797839321196,3.0140081435092725e-06,1.0,0.0,,,
,,,9.658394388730541e-05,9.658394388730541e-05,3039787,,,,,,,,,
163,,,,,3058435,,,,,,,0.0005362259107641876,0.0005345967947505414,6.515209861390758e-06
163,153.23947143554688,9.65627477853559e-05,,,3058435,1.0,0.0004398933087941259,0.0004390845715533942,3.237486453144811e-06,1.0,0.0,,,
,,,9.652393605146844e-05,9.652393605146844e-05,3058436,,,,,,,,,
164,,,,,3077084,,,,,,,0.0005009110900573432,0.0004997423966415226,4.676010121329455e-06
164,153.27586364746094,9.647640399634838e-05,,,3077084,1.0,0.0004352950199972838,0.0004344932676758617,3.2032985473051667e-06,1.0,0.0,,,
,,,9.646342490524051e-05,9.646342490524051e-05,3077085,,,,,,,,,
165,,,,,3095733,,,,,,,0.0005058845272287726,0.0005045548896305263,5.317874638421927e-06
165,153.1237335205078,9.644290548749268e-05,,,3095733,1.0,0.0004326222406234592,0.0004318783467169851,2.97547103400575e-06,1.0,0.0,,,
,,,9.64024111103618e-05,9.64024111103618e-05,3095734,,,,,,,,,
166,,,,,3114382,,,,,,,0.0004941925290040672,0.0004930340801365674,4.633493972505676e-06
166,152.9866485595703,9.635663445806131e-05,,,3114382,1.0,0.0004331955569796264,0.0004324601322878152,2.9423797514027683e-06,1.0,0.0,,,
,,,9.634089533406939e-05,9.634089533406939e-05,3114383,,,,,,,,,
167,,,,,3133031,,,,,,,0.0005499192629940808,0.0005484773428179324,5.764133675256744e-06
167,153.11227416992188,9.632331784814596e-05,,,3133031,1.0,0.0004315520345699042,0.0004307995841372758,2.9987620564497774e-06,1.0,0.0,,,
,,,9.627887824908998e-05,9.627887824908998e-05,3133032,,,,,,,,,
168,,,,,3151680,,,,,,,0.0004958988865837455,0.0004947891575284302,4.436792551132385e-06
168,153.30677795410156,9.62372068897821e-05,,,3151680,1.0,0.0004308604693505913,0.0004301328444853425,2.9055759114271495e-06,1.0,0.0,,,
,,,9.621636053363246e-05,9.621636053363246e-05,3151681,,,,,,,,,
169,,,,,3170329,,,,,,,0.0005338424234651029,0.0005322358920238912,6.427384050766705e-06
169,153.18994140625,9.620335913496092e-05,,,3170329,1.0,0.0004312402452342212,0.0004304726608097553,3.071577793889446e-06,1.0,0.0,,,
,,,9.615334287138055e-05,9.615334287138055e-05,3170330,,,,,,,,,
170,,,,,3188978,,,,,,,0.0005123892333358526,0.0005110599449835718,5.318793682818068e-06
170,153.2312774658203,9.611654240870848e-05,,,3188978,1.0,0.0004292039666324854,0.00042844231938943267,3.0483840873785084e-06,1.0,0.0,,,
,,,9.608982595148533e-05,9.608982595148533e-05,3188979,,,,,,,,,
171,,,,,3207627,,,,,,,0.0005132492515258491,0.0005120053538121283,4.977276148565579e-06
171,153.14810180664062,9.608302934793755e-05,,,3207627,1.0,0.0004288412455935031,0.0004281065193936229,2.938555326181813e-06,1.0,0.0,,,
,,,9.602581046855761e-05,9.602581046855761e-05,3207628,,,,,,,,,
172,,,,,3226276,,,,,,,0.0004975677584297955,0.0004963271785527468,4.961110334988916e-06
172,153.00320434570312,9.599346958566457e-05,,,3226276,1.0,0.0004279519780538976,0.0004272266523912549,2.8946174097654875e-06,1.0,0.0,,,
,,,9.59612971226605e-05,9.59612971226605e-05,3226277,,,,,,,,,
173,,,,,3244925,,,,,,,0.0005377457127906382,0.0005363438976928592,5.604452326224418e-06
173,153.10064697265625,9.593795402906835e-05,,,3244925,1.0,0.00042561214650049806,0.00042492718785069883,2.741196112765465e-06,1.0,0.0,,,
,,,9.58962866193016e-05,9.58962866193016e-05,3244926,,,,,,,,,
174,,,,,3263574,,,,,,,0.000506239419337362,0.0005048576858825982,5.533144303626614e-06
174,153.05126953125,9.585865336703137e-05,,,3263574,1.0,0.0004260861605871469,0.0004253789666108787,2.835974100889871e-06,1.0,0.0,,,
,,,9.583077966942534e-05,9.583077966942534e-05,3263575,,,,,,,,,
175,,,,,3282223,,,,,,,0.0005008735461160541,0.000499524874612689,5.391065769799752e-06
175,152.9114990234375,9.578544268151745e-05,,,3282223,1.0,0.00042503941222094,0.0004243425210006535,2.789719474094454e-06,1.0,0.0,,,
,,,9.576477698940527e-05,9.576477698940527e-05,3282224,,,,,,,,,
176,,,,,3300872,,,,,,,0.0005029229796491563,0.0005015219212509692,5.60533544557984e-06
176,153.21441650390625,9.57339652813971e-05,,,3300872,1.0,0.0004260535060893744,0.000425321253715083,2.9320631256268825e-06,1.0,0.0,,,
,,,9.56982793010361e-05,9.56982793010361e-05,3300873,,,,,,,,,
177,,,,,3319521,,,,,,,0.0004939413047395647,0.0004926651599816978,5.103321655042237e-06
177,153.16046142578125,9.564729407429695e-05,,,3319521,1.0,0.00042309166747145355,0.00042237903107888997,2.852665375030483e-06,1.0,0.0,,,
